accno,L2FC,diet,GOID,TERM,psort_loc,ONTOLOGY,description
P35340,-3.771790493445464,maintenance,GO:0055114,NA,CytoplasmicMembrane,NA,Alkyl hydroperoxide reductase subunit F OS=Escherichia coli (strain K12) OX=83333 GN=ahpF PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P35340,-3.771790493445464,maintenance,GO:0000302,response to reactive oxygen species,CytoplasmicMembrane,BP,Alkyl hydroperoxide reductase subunit F OS=Escherichia coli (strain K12) OX=83333 GN=ahpF PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P35340,-3.771790493445464,maintenance,GO:0008785,alkyl hydroperoxide reductase activity,CytoplasmicMembrane,MF,Alkyl hydroperoxide reductase subunit F OS=Escherichia coli (strain K12) OX=83333 GN=ahpF PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P35340,-3.771790493445464,maintenance,GO:0016651,"oxidoreductase activity, acting on NAD(P)H",CytoplasmicMembrane,MF,Alkyl hydroperoxide reductase subunit F OS=Escherichia coli (strain K12) OX=83333 GN=ahpF PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P35340,-3.771790493445464,maintenance,GO:0050660,flavin adenine dinucleotide binding,CytoplasmicMembrane,MF,Alkyl hydroperoxide reductase subunit F OS=Escherichia coli (strain K12) OX=83333 GN=ahpF PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P35340,-3.771790493445464,maintenance,GO:0051287,"NAD binding",CytoplasmicMembrane,MF,Alkyl hydroperoxide reductase subunit F OS=Escherichia coli (strain K12) OX=83333 GN=ahpF PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P35340,-3.771790493445464,maintenance,GO:0009055,electron transfer activity,CytoplasmicMembrane,MF,Alkyl hydroperoxide reductase subunit F OS=Escherichia coli (strain K12) OX=83333 GN=ahpF PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P35340,-3.771790493445464,maintenance,GO:0015035,protein disulfide oxidoreductase activity,CytoplasmicMembrane,MF,Alkyl hydroperoxide reductase subunit F OS=Escherichia coli (strain K12) OX=83333 GN=ahpF PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P35340,-3.771790493445464,maintenance,GO:0045454,cell redox homeostasis,CytoplasmicMembrane,BP,Alkyl hydroperoxide reductase subunit F OS=Escherichia coli (strain K12) OX=83333 GN=ahpF PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
AAG54975.1,-Inf,maintenance,GO:0019867,outer membrane,OuterMembrane,CC,a minor lipoprotein [Escherichia coli O157:H7 str. EDL933]
AAG54975.1,-Inf,maintenance,GO:0043165,Gram-negative-bacterium-type cell outer membrane assembly,OuterMembrane,BP,a minor lipoprotein [Escherichia coli O157:H7 str. EDL933]
AAG54985.1,-Inf,maintenance,GO:0005737,cytoplasm,Unknown,CC,putative tRNA synthetase [Escherichia coli O157:H7 str. EDL933]
AAG54985.1,-Inf,maintenance,GO:0006206,pyrimidine nucleobase metabolic process,Unknown,BP,putative tRNA synthetase [Escherichia coli O157:H7 str. EDL933]
AAG54985.1,-Inf,maintenance,GO:0008152,metabolic process,Unknown,BP,putative tRNA synthetase [Escherichia coli O157:H7 str. EDL933]
AAG54985.1,-Inf,maintenance,GO:0015949,nucleobase-containing small molecule interconversion,Unknown,BP,putative tRNA synthetase [Escherichia coli O157:H7 str. EDL933]
AAG54985.1,-Inf,maintenance,GO:0016787,hydrolase activity,Unknown,MF,putative tRNA synthetase [Escherichia coli O157:H7 str. EDL933]
AAG54985.1,-Inf,maintenance,GO:0016798,"hydrolase activity, acting on glycosyl bonds",Unknown,MF,putative tRNA synthetase [Escherichia coli O157:H7 str. EDL933]
AAG54985.1,-Inf,maintenance,GO:0045437,uridine nucleosidase activity,Unknown,MF,putative tRNA synthetase [Escherichia coli O157:H7 str. EDL933]
AAG54985.1,-Inf,maintenance,GO:0016799,"hydrolase activity, hydrolyzing N-glycosyl compounds",Unknown,MF,putative tRNA synthetase [Escherichia coli O157:H7 str. EDL933]
AAG55001.1,-Inf,maintenance,GO:0008982,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,CytoplasmicMembrane,MF,"PTS system, N-acetylglucosamine-specific enzyme IIABC [Escherichia coli O157:H7 str. EDL933]"
AAG55001.1,-Inf,maintenance,GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,CytoplasmicMembrane,BP,"PTS system, N-acetylglucosamine-specific enzyme IIABC [Escherichia coli O157:H7 str. EDL933]"
AAG55001.1,-Inf,maintenance,GO:0016020,membrane,CytoplasmicMembrane,CC,"PTS system, N-acetylglucosamine-specific enzyme IIABC [Escherichia coli O157:H7 str. EDL933]"
AAG55001.1,-Inf,maintenance,GO:0015572,N-acetylglucosamine transmembrane transporter activity,CytoplasmicMembrane,MF,"PTS system, N-acetylglucosamine-specific enzyme IIABC [Escherichia coli O157:H7 str. EDL933]"
AAG55001.1,-Inf,maintenance,GO:0016021,integral component of membrane,CytoplasmicMembrane,CC,"PTS system, N-acetylglucosamine-specific enzyme IIABC [Escherichia coli O157:H7 str. EDL933]"
AAG55001.1,-Inf,maintenance,GO:0019866,organelle inner membrane,CytoplasmicMembrane,CC,"PTS system, N-acetylglucosamine-specific enzyme IIABC [Escherichia coli O157:H7 str. EDL933]"
AAG55007.1,-1.4515821664229875,maintenance,GO:0010181,FMN binding,Cytoplasmic,MF,flavodoxin 1 [Escherichia coli O157:H7 str. EDL933]
AAG55007.1,-1.4515821664229875,maintenance,GO:0009055,electron transfer activity,Cytoplasmic,MF,flavodoxin 1 [Escherichia coli O157:H7 str. EDL933]
AAG55048.1,-1.4197019699738065,maintenance,GO:0009055,electron transfer activity,CytoplasmicMembrane,MF,"succinate dehydrogenase, iron sulfur protein [Escherichia coli O157:H7 str. EDL933]"
AAG55048.1,-1.4197019699738065,maintenance,GO:0051536,iron-sulfur cluster binding,CytoplasmicMembrane,MF,"succinate dehydrogenase, iron sulfur protein [Escherichia coli O157:H7 str. EDL933]"
AAG55048.1,-1.4197019699738065,maintenance,GO:0006099,tricarboxylic acid cycle,CytoplasmicMembrane,BP,"succinate dehydrogenase, iron sulfur protein [Escherichia coli O157:H7 str. EDL933]"
AAG55048.1,-1.4197019699738065,maintenance,GO:0016491,oxidoreductase activity,CytoplasmicMembrane,MF,"succinate dehydrogenase, iron sulfur protein [Escherichia coli O157:H7 str. EDL933]"
AAG55048.1,-1.4197019699738065,maintenance,GO:0055114,NA,CytoplasmicMembrane,NA,"succinate dehydrogenase, iron sulfur protein [Escherichia coli O157:H7 str. EDL933]"
P0AFG3,-3.297481792334813,maintenance,GO:0004591,oxoglutarate dehydrogenase (succinyl-transferring) activity,Cytoplasmic,MF,2-oxoglutarate dehydrogenase E1 component OS=Escherichia coli (strain K12) OX=83333 GN=sucA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0AFG3,-3.297481792334813,maintenance,GO:0006099,tricarboxylic acid cycle,Cytoplasmic,BP,2-oxoglutarate dehydrogenase E1 component OS=Escherichia coli (strain K12) OX=83333 GN=sucA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0AFG3,-3.297481792334813,maintenance,GO:0030976,thiamine pyrophosphate binding,Cytoplasmic,MF,2-oxoglutarate dehydrogenase E1 component OS=Escherichia coli (strain K12) OX=83333 GN=sucA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0AFG3,-3.297481792334813,maintenance,GO:0055114,NA,Cytoplasmic,NA,2-oxoglutarate dehydrogenase E1 component OS=Escherichia coli (strain K12) OX=83333 GN=sucA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0AFG3,-3.297481792334813,maintenance,GO:0008152,metabolic process,Cytoplasmic,BP,2-oxoglutarate dehydrogenase E1 component OS=Escherichia coli (strain K12) OX=83333 GN=sucA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0AFG3,-3.297481792334813,maintenance,GO:0016624,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",Cytoplasmic,MF,2-oxoglutarate dehydrogenase E1 component OS=Escherichia coli (strain K12) OX=83333 GN=sucA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0AFG6,-1.3260029502790198,maintenance,GO:0008152,metabolic process,Cytoplasmic,BP,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex OS=Escherichia coli (strain K12) OX=83333 GN=sucB PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P0AFG6,-1.3260029502790198,maintenance,GO:0016746,"transferase activity, transferring acyl groups",Cytoplasmic,MF,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex OS=Escherichia coli (strain K12) OX=83333 GN=sucB PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P0AFG6,-1.3260029502790198,maintenance,GO:0004149,dihydrolipoyllysine-residue succinyltransferase activity,Cytoplasmic,MF,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex OS=Escherichia coli (strain K12) OX=83333 GN=sucB PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P0AFG6,-1.3260029502790198,maintenance,GO:0006099,tricarboxylic acid cycle,Cytoplasmic,BP,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex OS=Escherichia coli (strain K12) OX=83333 GN=sucB PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
P0AFG6,-1.3260029502790198,maintenance,GO:0045252,oxoglutarate dehydrogenase complex,Cytoplasmic,CC,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex OS=Escherichia coli (strain K12) OX=83333 GN=sucB PE=1 SV=2 UPId=UP000000625 PPId=UP000000625
KIQ48029.1,-1.7447564493187875,maintenance,GO:0070206,protein trimerization,Periplasmic,BP,tol-pal system protein [Escherichia coli]
KIQ48029.1,-1.7447564493187875,maintenance,GO:0005515,protein binding,Periplasmic,MF,tol-pal system protein [Escherichia coli]
KIQ48029.1,-1.7447564493187875,maintenance,GO:0051301,cell division,Periplasmic,BP,tol-pal system protein [Escherichia coli]
ENO09153.1,-1.4987408714931603,maintenance,GO:0005975,carbohydrate metabolic process,Periplasmic,BP,galactose-1-epimerase [Escherichia coli O157:H43 str. T22]
ENO09153.1,-1.4987408714931603,maintenance,GO:0016853,isomerase activity,Periplasmic,MF,galactose-1-epimerase [Escherichia coli O157:H43 str. T22]
ENO09153.1,-1.4987408714931603,maintenance,GO:0003824,catalytic activity,Periplasmic,MF,galactose-1-epimerase [Escherichia coli O157:H43 str. T22]
ENO09153.1,-1.4987408714931603,maintenance,GO:0030246,carbohydrate binding,Periplasmic,MF,galactose-1-epimerase [Escherichia coli O157:H43 str. T22]
ENO09153.1,-1.4987408714931603,maintenance,GO:0004034,aldose 1-epimerase activity,Periplasmic,MF,galactose-1-epimerase [Escherichia coli O157:H43 str. T22]
ENO09153.1,-1.4987408714931603,maintenance,GO:0006012,galactose metabolic process,Periplasmic,BP,galactose-1-epimerase [Escherichia coli O157:H43 str. T22]
ENO09153.1,-1.4987408714931603,maintenance,GO:0019318,hexose metabolic process,Periplasmic,BP,galactose-1-epimerase [Escherichia coli O157:H43 str. T22]
ENO09123.1,-2.0599611166878904,maintenance,GO:0006777,Mo-molybdopterin cofactor biosynthetic process,Unknown,BP,molybdopterin synthase small subunit [Escherichia coli O157:H43 str. T22]
EZA73021.1,-1.1216161741911084,maintenance,GO:0005975,carbohydrate metabolic process,Cytoplasmic,BP,fructose-6-phosphate aldolase [Escherichia coli O157:H16 str. 98-3133]
EZA73021.1,-1.1216161741911084,maintenance,GO:0016832,aldehyde-lyase activity,Cytoplasmic,MF,fructose-6-phosphate aldolase [Escherichia coli O157:H16 str. 98-3133]
EZA73021.1,-1.1216161741911084,maintenance,GO:0003824,catalytic activity,Cytoplasmic,MF,fructose-6-phosphate aldolase [Escherichia coli O157:H16 str. 98-3133]
AAG55242.1,-1.8999304990199495,maintenance,GO:0004970,ionotropic glutamate receptor activity,Periplasmic,MF,arginine 3rd transport system periplasmic binding protein [Escherichia coli O157:H7 str. EDL933]
AAG55242.1,-1.8999304990199495,maintenance,GO:0016020,membrane,Periplasmic,CC,arginine 3rd transport system periplasmic binding protein [Escherichia coli O157:H7 str. EDL933]
AAG55242.1,-1.8999304990199495,maintenance,GO:0005215,transporter activity,Periplasmic,MF,arginine 3rd transport system periplasmic binding protein [Escherichia coli O157:H7 str. EDL933]
AAG55242.1,-1.8999304990199495,maintenance,GO:0006810,transport,Periplasmic,BP,arginine 3rd transport system periplasmic binding protein [Escherichia coli O157:H7 str. EDL933]
AAG55242.1,-1.8999304990199495,maintenance,GO:0030288,outer membrane-bounded periplasmic space,Periplasmic,CC,arginine 3rd transport system periplasmic binding protein [Escherichia coli O157:H7 str. EDL933]
AAG55253.1,-3.6351873372465944,maintenance,GO:0000287,magnesium ion binding,CytoplasmicMembrane,MF,pyruvate oxidase [Escherichia coli O157:H7 str. EDL933]
AAG55253.1,-3.6351873372465944,maintenance,GO:0030976,thiamine pyrophosphate binding,CytoplasmicMembrane,MF,pyruvate oxidase [Escherichia coli O157:H7 str. EDL933]
AAG55253.1,-3.6351873372465944,maintenance,GO:0003824,catalytic activity,CytoplasmicMembrane,MF,pyruvate oxidase [Escherichia coli O157:H7 str. EDL933]
P0ABH9,-Inf,maintenance,GO:0004176,ATP-dependent peptidase activity,Cytoplasmic,MF,ATP-dependent Clp protease ATP-binding subunit ClpA OS=Escherichia coli (strain K12) OX=83333 GN=clpA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0ABH9,-Inf,maintenance,GO:0019538,protein metabolic process,Cytoplasmic,BP,ATP-dependent Clp protease ATP-binding subunit ClpA OS=Escherichia coli (strain K12) OX=83333 GN=clpA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
P0ABH9,-Inf,maintenance,GO:0005524,ATP binding,Cytoplasmic,MF,ATP-dependent Clp protease ATP-binding subunit ClpA OS=Escherichia coli (strain K12) OX=83333 GN=clpA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625
Q7DBX3,-Inf,maintenance,GO:0006950,response to stress,Cytoplasmic,BP,Tellurium resistance protein TerZ OS=Escherichia coli O157:H7 OX=83334 GN=terZ PE=4 SV=1 UPId=UP000000558 PPId=UP000000625
Q9LAN9,-3.412010595393289,maintenance,GO:0006950,response to stress,Cytoplasmic,BP,Putative tellurium resistance protein B OS=Escherichia coli O157:H7 OX=83334 GN=tlrB PE=4 SV=1 UPId=UP000000558 PPId=UP000000625
AAG55378.1,-Inf,maintenance,GO:0042597,periplasmic space,Periplasmic,CC,periplasmic protein effects translocation of lipoproteins from inner membrane to outer [Escherichia coli O157:H7 str. EDL933]
AAG55378.1,-Inf,maintenance,GO:0042953,lipoprotein transport,Periplasmic,BP,periplasmic protein effects translocation of lipoproteins from inner membrane to outer [Escherichia coli O157:H7 str. EDL933]
AAG55378.1,-Inf,maintenance,GO:0042954,NA,Periplasmic,NA,periplasmic protein effects translocation of lipoproteins from inner membrane to outer [Escherichia coli O157:H7 str. EDL933]
AAG55413.1,-1.0388715018899655,maintenance,GO:0009058,biosynthetic process,Cytoplasmic,BP,aspartate aminotransferase [Escherichia coli O157:H7 str. EDL933]
AAG55413.1,-1.0388715018899655,maintenance,GO:0030170,pyridoxal phosphate binding,Cytoplasmic,MF,aspartate aminotransferase [Escherichia coli O157:H7 str. EDL933]
AAG55413.1,-1.0388715018899655,maintenance,GO:0003824,catalytic activity,Cytoplasmic,MF,aspartate aminotransferase [Escherichia coli O157:H7 str. EDL933]
AAG55413.1,-1.0388715018899655,maintenance,GO:0006520,cellular amino acid metabolic process,Cytoplasmic,BP,aspartate aminotransferase [Escherichia coli O157:H7 str. EDL933]
AAG55413.1,-1.0388715018899655,maintenance,GO:0008483,transaminase activity,Cytoplasmic,MF,aspartate aminotransferase [Escherichia coli O157:H7 str. EDL933]
AAG55449.1,-Inf,maintenance,GO:0008929,methylglyoxal synthase activity,Cytoplasmic,MF,methylglyoxal synthase [Escherichia coli O157:H7 str. EDL933]
AAG55449.1,-Inf,maintenance,GO:0019242,methylglyoxal biosynthetic process,Cytoplasmic,BP,methylglyoxal synthase [Escherichia coli O157:H7 str. EDL933]
ENO09412.1,-1.1653633887027963,maintenance,GO:0006457,protein folding,Cytoplasmic,BP,curved DNA-binding protein CbpA [Escherichia coli O157:H43 str. T22]
ENO09412.1,-1.1653633887027963,maintenance,GO:0051082,unfolded protein binding,Cytoplasmic,MF,curved DNA-binding protein CbpA [Escherichia coli O157:H43 str. T22]
ENO09459.1,-1.471361796653224,maintenance,GO:0050131,N-methyl-L-amino-acid oxidase activity,Cytoplasmic,MF,N-methyltryptophan oxidase [Escherichia coli O157:H43 str. T22]
ENO09459.1,-1.471361796653224,maintenance,GO:0050660,flavin adenine dinucleotide binding,Cytoplasmic,MF,N-methyltryptophan oxidase [Escherichia coli O157:H43 str. T22]
ENO09459.1,-1.471361796653224,maintenance,GO:0055114,NA,Cytoplasmic,NA,N-methyltryptophan oxidase [Escherichia coli O157:H43 str. T22]
ENO09459.1,-1.471361796653224,maintenance,GO:0016491,oxidoreductase activity,Cytoplasmic,MF,N-methyltryptophan oxidase [Escherichia coli O157:H43 str. T22]
AAG55830.1,-1.3667690235175918,maintenance,GO:0003676,nucleic acid binding,Cytoplasmic,MF,"RNase E, membrane attachment, mRNA turnover, maturation 5S RNA [Escherichia coli O157:H7 str. EDL933]"
AAG55830.1,-1.3667690235175918,maintenance,GO:0003723,RNA binding,Cytoplasmic,MF,"RNase E, membrane attachment, mRNA turnover, maturation 5S RNA [Escherichia coli O157:H7 str. EDL933]"
AAG55830.1,-1.3667690235175918,maintenance,GO:0004540,ribonuclease activity,Cytoplasmic,MF,"RNase E, membrane attachment, mRNA turnover, maturation 5S RNA [Escherichia coli O157:H7 str. EDL933]"
AAG55830.1,-1.3667690235175918,maintenance,GO:0006396,RNA processing,Cytoplasmic,BP,"RNase E, membrane attachment, mRNA turnover, maturation 5S RNA [Escherichia coli O157:H7 str. EDL933]"
AAG55830.1,-1.3667690235175918,maintenance,GO:0008995,ribonuclease E activity,Cytoplasmic,MF,"RNase E, membrane attachment, mRNA turnover, maturation 5S RNA [Escherichia coli O157:H7 str. EDL933]"
AAG55837.1,-Inf,maintenance,GO:0003824,catalytic activity,Cytoplasmic,MF,3-oxoacyl-[acyl-carrier-protein] synthase III; acetylCoA ACP transacylase [Escherichia coli O157:H7 str. EDL933]
AAG55837.1,-Inf,maintenance,GO:0008152,metabolic process,Cytoplasmic,BP,3-oxoacyl-[acyl-carrier-protein] synthase III; acetylCoA ACP transacylase [Escherichia coli O157:H7 str. EDL933]
AAG55837.1,-Inf,maintenance,GO:0004315,3-oxoacyl-[acyl-carrier-protein] synthase activity,Cytoplasmic,MF,3-oxoacyl-[acyl-carrier-protein] synthase III; acetylCoA ACP transacylase [Escherichia coli O157:H7 str. EDL933]
AAG55837.1,-Inf,maintenance,GO:0006633,fatty acid biosynthetic process,Cytoplasmic,BP,3-oxoacyl-[acyl-carrier-protein] synthase III; acetylCoA ACP transacylase [Escherichia coli O157:H7 str. EDL933]
AAG55839.1,-Inf,maintenance,GO:0004316,3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity,Cytoplasmic,MF,3-oxoacyl-[acyl-carrier-protein] reductase [Escherichia coli O157:H7 str. EDL933]
AAG55839.1,-Inf,maintenance,GO:0006633,fatty acid biosynthetic process,Cytoplasmic,BP,3-oxoacyl-[acyl-carrier-protein] reductase [Escherichia coli O157:H7 str. EDL933]
AAG55839.1,-Inf,maintenance,GO:0051287,"NAD binding",Cytoplasmic,MF,3-oxoacyl-[acyl-carrier-protein] reductase [Escherichia coli O157:H7 str. EDL933]
AAG55839.1,-Inf,maintenance,GO:0055114,NA,Cytoplasmic,NA,3-oxoacyl-[acyl-carrier-protein] reductase [Escherichia coli O157:H7 str. EDL933]
AAG55839.1,-Inf,maintenance,GO:0016491,oxidoreductase activity,Cytoplasmic,MF,3-oxoacyl-[acyl-carrier-protein] reductase [Escherichia coli O157:H7 str. EDL933]
AAG55867.1,-2.7744930353399755,maintenance,GO:0015846,polyamine transport,Periplasmic,BP,spermidine/putrescine periplasmic transport protein [Escherichia coli O157:H7 str. EDL933]
AAG55867.1,-2.7744930353399755,maintenance,GO:0019808,polyamine binding,Periplasmic,MF,spermidine/putrescine periplasmic transport protein [Escherichia coli O157:H7 str. EDL933]
AAG55867.1,-2.7744930353399755,maintenance,GO:0042597,periplasmic space,Periplasmic,CC,spermidine/putrescine periplasmic transport protein [Escherichia coli O157:H7 str. EDL933]
AAG56041.1,-Inf,maintenance,GO:0006522,alanine metabolic process,Cytoplasmic,BP,"alanine racemase 2, catabolic [Escherichia coli O157:H7 str. EDL933]"
AAG56041.1,-Inf,maintenance,GO:0008784,alanine racemase activity,Cytoplasmic,MF,"alanine racemase 2, catabolic [Escherichia coli O157:H7 str. EDL933]"
AAG56041.1,-Inf,maintenance,GO:0003824,catalytic activity,Cytoplasmic,MF,"alanine racemase 2, catabolic [Escherichia coli O157:H7 str. EDL933]"
I6DL73,-Inf,maintenance,GO:0009279,cell outer membrane,Unknown,CC,Outer-membrane lipoprotein LolB OS=Shigella boydii 965-58 OX=766138 GN=lolB PE=3 SV=1 UPId=UP000004209 PPId=UP000000625
I6DL73,-Inf,maintenance,GO:0015031,protein transport,Unknown,BP,Outer-membrane lipoprotein LolB OS=Shigella boydii 965-58 OX=766138 GN=lolB PE=3 SV=1 UPId=UP000004209 PPId=UP000000625
B7UQB0,-Inf,maintenance,GO:0006355,"regulation of transcription, DNA-templated",Cytoplasmic,BP,DNA-binding response regulator in two-component regulatory system with NarX (Or NarQ) OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=narL PE=4 SV=1 UPId=UP000008205 PPId=UP000000625
B7UQB0,-Inf,maintenance,GO:0003677,DNA binding,Cytoplasmic,MF,DNA-binding response regulator in two-component regulatory system with NarX (Or NarQ) OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=narL PE=4 SV=1 UPId=UP000008205 PPId=UP000000625
B7UQB0,-Inf,maintenance,GO:0000160,phosphorelay signal transduction system,Cytoplasmic,BP,DNA-binding response regulator in two-component regulatory system with NarX (Or NarQ) OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=narL PE=4 SV=1 UPId=UP000008205 PPId=UP000000625
P09152,-1.0135447933135109,maintenance,GO:0016491,oxidoreductase activity,CytoplasmicMembrane,MF,Respiratory nitrate reductase 1 alpha chain OS=Escherichia coli (strain K12) OX=83333 GN=narG PE=1 SV=4 UPId=UP000000625 PPId=UP000000625
P09152,-1.0135447933135109,maintenance,GO:0055114,NA,CytoplasmicMembrane,NA,Respiratory nitrate reductase 1 alpha chain OS=Escherichia coli (strain K12) OX=83333 GN=narG PE=1 SV=4 UPId=UP000000625 PPId=UP000000625
P09152,-1.0135447933135109,maintenance,GO:0009055,electron transfer activity,CytoplasmicMembrane,MF,Respiratory nitrate reductase 1 alpha chain OS=Escherichia coli (strain K12) OX=83333 GN=narG PE=1 SV=4 UPId=UP000000625 PPId=UP000000625
P09152,-1.0135447933135109,maintenance,GO:0030151,molybdenum ion binding,CytoplasmicMembrane,MF,Respiratory nitrate reductase 1 alpha chain OS=Escherichia coli (strain K12) OX=83333 GN=narG PE=1 SV=4 UPId=UP000000625 PPId=UP000000625
P09152,-1.0135447933135109,maintenance,GO:0051539,"4 iron, 4 sulfur cluster binding",CytoplasmicMembrane,MF,Respiratory nitrate reductase 1 alpha chain OS=Escherichia coli (strain K12) OX=83333 GN=narG PE=1 SV=4 UPId=UP000000625 PPId=UP000000625
P09152,-1.0135447933135109,maintenance,GO:0008940,nitrate reductase activity,CytoplasmicMembrane,MF,Respiratory nitrate reductase 1 alpha chain OS=Escherichia coli (strain K12) OX=83333 GN=narG PE=1 SV=4 UPId=UP000000625 PPId=UP000000625
P09152,-1.0135447933135109,maintenance,GO:0009325,nitrate reductase complex,CytoplasmicMembrane,CC,Respiratory nitrate reductase 1 alpha chain OS=Escherichia coli (strain K12) OX=83333 GN=narG PE=1 SV=4 UPId=UP000000625 PPId=UP000000625
P09152,-1.0135447933135109,maintenance,GO:0042126,nitrate metabolic process,CytoplasmicMembrane,BP,Respiratory nitrate reductase 1 alpha chain OS=Escherichia coli (strain K12) OX=83333 GN=narG PE=1 SV=4 UPId=UP000000625 PPId=UP000000625
P11349,-1.521899158940877,maintenance,GO:0008940,nitrate reductase activity,CytoplasmicMembrane,MF,Respiratory nitrate reductase 1 beta chain OS=Escherichia coli (strain K12) OX=83333 GN=narH PE=1 SV=3 UPId=UP000000625 PPId=UP000000625
P11349,-1.521899158940877,maintenance,GO:0009325,nitrate reductase complex,CytoplasmicMembrane,CC,Respiratory nitrate reductase 1 beta chain OS=Escherichia coli (strain K12) OX=83333 GN=narH PE=1 SV=3 UPId=UP000000625 PPId=UP000000625
P11349,-1.521899158940877,maintenance,GO:0042126,nitrate metabolic process,CytoplasmicMembrane,BP,Respiratory nitrate reductase 1 beta chain OS=Escherichia coli (strain K12) OX=83333 GN=narH PE=1 SV=3 UPId=UP000000625 PPId=UP000000625
P11349,-1.521899158940877,maintenance,GO:0055114,NA,CytoplasmicMembrane,NA,Respiratory nitrate reductase 1 beta chain OS=Escherichia coli (strain K12) OX=83333 GN=narH PE=1 SV=3 UPId=UP000000625 PPId=UP000000625
AAG56094.1,-2.09791650406253,maintenance,GO:0003677,DNA binding,Cytoplasmic,MF,"DNA-binding protein HLP-II (HU, BH2, HD, NS); pleiotropic regulator [Escherichia coli O157:H7 str. EDL933]"
AAG56094.1,-2.09791650406253,maintenance,GO:0005622,intracellular anatomical structure,Cytoplasmic,CC,"DNA-binding protein HLP-II (HU, BH2, HD, NS); pleiotropic regulator [Escherichia coli O157:H7 str. EDL933]"
AAG56094.1,-2.09791650406253,maintenance,GO:0006355,"regulation of transcription, DNA-templated",Cytoplasmic,BP,"DNA-binding protein HLP-II (HU, BH2, HD, NS); pleiotropic regulator [Escherichia coli O157:H7 str. EDL933]"
AAG56094.1,-2.09791650406253,maintenance,GO:0046983,protein dimerization activity,Cytoplasmic,MF,"DNA-binding protein HLP-II (HU, BH2, HD, NS); pleiotropic regulator [Escherichia coli O157:H7 str. EDL933]"
P24171,-3.4117391966999553,maintenance,GO:0008233,peptidase activity,Cytoplasmic,MF,Dipeptidyl carboxypeptidase OS=Escherichia coli (strain K12) OX=83333 GN=dcp PE=1 SV=4 UPId=UP000000625 PPId=UP000000625
P24171,-3.4117391966999553,maintenance,GO:0004222,metalloendopeptidase activity,Cytoplasmic,MF,Dipeptidyl carboxypeptidase OS=Escherichia coli (strain K12) OX=83333 GN=dcp PE=1 SV=4 UPId=UP000000625 PPId=UP000000625
P24171,-3.4117391966999553,maintenance,GO:0006508,proteolysis,Cytoplasmic,BP,Dipeptidyl carboxypeptidase OS=Escherichia coli (strain K12) OX=83333 GN=dcp PE=1 SV=4 UPId=UP000000625 PPId=UP000000625
AAG56270.1,-Inf,maintenance,GO:0003824,catalytic activity,Unknown,MF,putative sulfatase [Escherichia coli O157:H7 str. EDL933]
AAG56270.1,-Inf,maintenance,GO:0008152,metabolic process,Unknown,BP,putative sulfatase [Escherichia coli O157:H7 str. EDL933]
AAG56270.1,-Inf,maintenance,GO:0008484,sulfuric ester hydrolase activity,Unknown,MF,putative sulfatase [Escherichia coli O157:H7 str. EDL933]
B7LR81,-Inf,maintenance,GO:0016051,carbohydrate biosynthetic process,Periplasmic,BP,Glucans biosynthesis protein D OS=Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CDC 0568-73) OX=585054 GN=mdoD PE=3 SV=1 UPId=UP000000745 PPId=UP000000625
